match;round;round_begin;frame_nr
5;1;8:28:42;1831318
5;2;8:31:9;1840138
5;3;8:32:7;1843618
5;4;8:33:9;1847338
5;5;8:34:52;1853518
5;6;8:36:16;1858558
5;7;8:38:26;1866358
5;8;8:39:46;1871158
5;9;8:42:16;1880158
5;10;8:44:9;1886938
5;11;8:45:6;1890358
5;12;8:45:54;1893238
5;13;8:47:10;1897798
5;14;8:49:14;1905238
5;15;8:50:25;1909498
5;16;8:55:6;1926358
5;17;8:57:4;1933438
5;18;8:58:31;1938658
5;19;9:0:24;1945438
5;20;9:2:29;1952938
5;21;9:4:5;1958698
5;22;9:6:28;1967278
5;23;9:7:46;1971958
5;24;9:9:24;1977838
5;25;9:11:30;1985398
5;26;9:13:16;1991758
5;27;9:14:42;1996918
5;28;9:17:16;2006158
5;29;9:19:31;2014258
