match;round;round_begin;frame_nr
3;1;4:21:38;941879
3;2;4:24:40;952799
3;3;4:27:39;963539
3;4;4:30:44;974639
3;5;4:33:3;982979
3;6;4:34:52;989519
3;7;4:36:43;996179
3;8;4:39:30;1006199
3;9;4:40:45;1010699
3;10;4:44:7;1022819
3;11;4:46:25;1031099
3;12;4:48:39;1039139
3;13;4:50:46;1046759
3;14;4:52:2;1051319
3;15;4:54:21;1059659
3;16;4:58:27;1074419
3;17;5:1:22;1084919
3;18;5:3:37;1093019
3;19;5:5:22;1099319
3;20;5:8:49;1111739
3;21;5:10:44;1118639
3;22;5:14:25;1131899
3;23;5:16:22;1138919
3;24;5:17:35;1143299
3;25;5:19:46;1151159
3;26;5:21:55;1158899
3;27;5:23:57;1166219
3;28;5:33:47;1201619
3;29;5:35:58;1209479
3;30;None;None;None
3;31;None;None;None
3;32;5:42:15;1232099
3;33;None;None;None
3;34;None;None;None
3;35;5:52:49;1270138
3;36;5:54:39;1276738
3;37;5:56:47;1284418
3;38;6:0:8;1296478
3;39;6:2:12;1303918
3;40;6:3:56;1310158
3;41;6:6:0;1317598
3;42;6:8:32;1326718
