match;round;round_begin;frame_nr
11;1;8:14:3;1778580
11;2;8:16:38;1787880
11;3;8:17:55;1792500
11;4;8:19:15;1797300
11;5;8:20:48;1802880
11;6;8:22:8;1807680
11;7;8:23:55;1814100
11;8;8:25:51;1821060
11;9;8:27:31;1827060
11;10;8:28:45;1831500
11;11;8:30:41;1838460
11;12;8:32:9;1843740
11;13;8:34:52;1853520
11;14;8:36:54;1860840
11;15;8:38:20;1866000
11;16;8:41:45;1878300
11;17;8:44:40;1888800
11;18;8:45:45;1892700
11;19;8:47:35;1899300
11;20;8:50:8;1908480
11;21;8:51:4;1911840
11;22;8:52:18;1916280
11;23;8:53:52;1921920
11;24;8:56:42;1932120
11;25;8:59:5;1940700
11;26;9:1:7;1948020
11;27;9:3:49;1957740
11;28;9:6:20;1966800
11;29;9:7:37;1971420
11;30;None;None;None
11;31;None;None;None
11;32;9:14:29;1996140
11;33;9:16:0;2001600
11;34;9:18:5;2009100
11;35;9:20:34;2018040
11;36;9:22:58;2026680
