match;round;round_begin;frame_nr
5;1;8:28:41;1831260
5;2;8:31:9;1840140
5;3;8:32:6;1843560
5;4;8:33:8;1847280
5;5;8:34:52;1853520
5;6;8:36:16;1858560
5;7;8:38:25;1866300
5;8;8:39:47;1871220
5;9;8:42:16;1880160
5;10;8:44:9;1886940
5;11;8:45:6;1890360
5;12;8:45:54;1893240
5;13;8:47:10;1897800
5;14;8:49:13;1905180
5;15;8:50:24;1909440
5;16;8:55:5;1926300
5;17;8:57:3;1933380
5;18;8:58:30;1938600
5;19;9:0:23;1945380
5;20;9:2:28;1952880
5;21;9:4:4;1958640
5;22;9:6:29;1967340
5;23;9:7:46;1971960
5;24;9:9:24;1977840
5;25;9:11:29;1985340
5;26;9:13:16;1991760
5;27;9:14:41;1996860
5;28;9:17:18;2006280
5;29;9:19:30;2014200
