match;round;round_begin;frame_nr
9;1;5:39:49;1223340
9;2;5:42:17;1232220
9;3;5:44:31;1240260
9;4;5:45:46;1244760
9;5;5:47:58;1252680
9;6;5:49:16;1257360
9;7;5:51:7;1264020
9;8;5:53:22;1272120
9;9;5:55:36;1280160
9;10;5:58:15;1289700
9;11;6:2:1;1303260
9;12;6:3:30;1308600
9;13;6:6:11;1318260
9;14;6:9:3;1328580
9;15;6:10:52;1335120
9;16;6:15:23;1351380
9;17;6:18:56;1364160
9;18;6:20:59;1371540
9;19;6:22:38;1377480
9;20;6:24:35;1384500
9;21;6:26:39;1391940
9;22;6:29:21;1401660
9;23;6:31:29;1409340
