match;round;round_begin;frame_nr
2;1;2:57:53;640380
2;2;3:0:10;648600
2;3;3:1:55;654900
2;4;3:3:31;660660
2;5;3:5:46;668760
2;6;3:7:41;675660
2;7;3:9:49;683340
2;8;3:12:1;691260
2;9;3:14:7;698820
2;10;3:15:40;704400
2;11;3:18:48;715680
2;12;3:21:25;725100
2;13;3:23:42;733320
2;14;3:25:29;739740
2;15;3:27:40;747600
2;16;3:31:44;762240
2;17;3:34:26;771960
2;18;3:36:28;779280
2;19;3:38:10;785400
2;20;3:41:30;797400
2;21;3:42:57;802620
2;22;3:45:8;810480
2;23;3:47:33;819180
2;24;3:50:11;828660
2;25;3:52:33;837180
2;26;3:54:51;845460
2;27;3:57:43;855780
2;28;4:0:23;865380
2;29;4:3:37;877020
