match;round;round_begin;frame_nr
4;1;7:9:49;1547340
4;2;7:12:28;1556880
4;3;7:14:34;1564440
4;4;7:17:56;1576560
4;5;7:19:30;1582200
4;6;7:21:44;1590240
4;7;7:24:11;1599060
4;8;7:26:2;1605720
4;9;7:27:5;1609500
4;10;7:29:17;1617420
4;11;7:31:35;1625700
4;12;7:33:37;1633020
4;13;7:35:2;1638120
4;14;7:36:40;1644000
4;15;7:37:39;1647540
4;16;7:41:6;1659960
4;17;7:43:30;1668600
4;18;7:46:16;1678560
4;19;7:48:1;1684860
4;20;7:50:20;1693200
4;21;7:53:37;1705020
4;22;7:55:53;1713180
4;23;7:57:23;1718580
4;24;7:59:19;1725540
4;25;8:1:13;1732380
4;26;8:4:32;1744320
4;27;8:6:25;1751100
4;28;8:8:41;1759260
4;29;8:10:57;1767420
