match;round;round_begin;frame_nr
5;1;8:28:42;1831320
5;2;8:31:10;1840200
5;3;8:32:7;1843620
5;4;8:33:9;1847340
5;5;8:34:53;1853580
5;6;8:36:17;1858620
5;7;8:38:26;1866360
5;8;8:39:47;1871220
5;9;8:42:17;1880220
5;10;8:44:10;1887000
5;11;8:45:7;1890420
5;12;8:45:55;1893300
5;13;8:47:11;1897860
5;14;8:49:14;1905240
5;15;8:50:25;1909500
5;16;8:55:6;1926360
5;17;8:57:5;1933500
5;18;8:58:31;1938660
5;19;9:0:23;1945380
5;20;9:2:29;1952940
5;21;9:4:5;1958700
5;22;9:6:37;1967820
5;23;9:7:47;1972020
5;24;9:9:25;1977900
5;25;9:11:30;1985400
5;26;9:13:17;1991820
5;27;9:14:42;1996920
5;28;9:17:16;2006160
5;29;9:19:32;2014320
