match;round;round_begin;frame_nr
11;1;8:14:2;1778501
11;2;8:16:39;1787921
11;3;8:17:56;1792541
11;4;8:19:15;1797281
11;5;8:20:49;1802921
11;6;8:22:9;1807721
11;7;8:23:56;1814141
11;8;8:25:52;1821101
11;9;8:27:31;1827041
11;10;8:28:49;1831721
11;11;8:30:41;1838441
11;12;8:32:7;1843600
11;13;8:34:52;1853500
11;14;8:36:55;1860880
11;15;8:38:21;1866040
11;16;8:41:44;1878220
11;17;8:44:38;1888660
11;18;8:45:46;1892740
11;19;8:47:36;1899340
11;20;8:50:9;1908520
11;21;8:51:4;1911820
11;22;8:52:19;1916320
11;23;8:53:53;1921960
11;24;8:56:42;1932100
11;25;8:59:6;1940739
11;26;9:1:8;1948059
11;27;9:3:50;1957779
11;28;9:6:17;1966599
11;29;9:7:38;1971459
11;30;None;None;None
11;31;None;None;None
11;32;9:14:36;1996539
11;33;9:15:55;2001279
11;34;9:18:5;2009079
11;35;9:20:35;2018079
11;36;9:22:58;2026659
