match;round;round_begin;frame_nr
3;1;4:21:36;941760
3;2;4:24:40;952800
3;3;4:27:38;963480
3;4;4:30:44;974640
3;5;4:33:3;982980
3;6;4:34:52;989520
3;7;4:36:43;996180
3;8;4:39:30;1006200
3;9;4:41:58;1015080
3;10;4:44:6;1022760
3;11;4:46:20;1030800
3;12;4:48:37;1039020
3;13;4:50:40;1046400
3;14;4:52:5;1051500
3;15;4:54:27;1060020
3;16;4:58:26;1074360
3;17;5:1:22;1084920
3;18;5:3:37;1093020
3;19;5:5:22;1099320
3;20;5:8:49;1111740
3;21;5:10:43;1118580
3;22;5:14:25;1131900
3;23;5:16:20;1138800
3;24;5:17:35;1143300
3;25;5:19:45;1151100
3;26;5:21:54;1158840
3;27;5:23:56;1166160
3;28;5:33:49;1201740
3;29;5:35:58;1209480
3;30;None;None;None
3;31;None;None;None
3;32;5:42:22;1232520
3;33;None;None;None
3;34;None;None;None
3;35;5:52:49;1270140
3;36;5:54:38;1276680
3;37;5:56:47;1284420
3;38;6:0:7;1296420
3;39;6:2:12;1303920
3;40;6:3:55;1310100
3;41;6:5:59;1317540
3;42;6:8:32;1326720
