match;round;round_begin;frame_nr
2;1;2:2:14;439600
2;2;2:2:46;441518
2;3;2:4:40;448351
2;4;2:6:7;453566
2;5;2:8:36;462497
2;6;2:10:31;469390
2;7;2:13:9;478861
2;8;2:14:48;484795
2;9;2:16:51;492167
2;10;2:18:29;498041
2;11;2:21:37;509310
2;12;2:24:1;517942
2;13;2:26:31;526933
2;14;2:28:17;533286
2;15;2:30:19;540599
2;16;2:36:8;561518
2;17;2:37:31;566493
2;18;2:39:11;572487
2;19;2:40:56;578781
2;20;2:44:15;590709
2;21;2:45:47;596223
2;22;2:46:25;598501
2;23;2:50:9;611928
2;24;2:52:55;621878
2;25;2:55:24;630809
2;26;2:58:3;640339
2;27;3:0:34;649390
2;28;3:3:44;660779
2;29;3:6:26;670489
