match;round;round_begin;frame_nr
6;1;9:34:52;2069518
6;2;9:37:9;2077738
6;3;9:38:59;2084338
6;4;9:40:19;2089138
6;5;9:41:25;2093098
6;6;9:43:48;2101678
6;7;9:45:3;2106178
6;8;9:46:57;2113018
6;9;9:49:17;2121418
6;10;9:51:0;2127598
6;11;9:51:57;2131018
6;12;9:53:54;2138038
6;13;9:56:41;2148058
6;14;9:59:17;2157418
6;15;10:0:46;2162758
6;16;10:4:36;2176558
6;17;10:7:26;2186758
6;18;10:9:32;2194318
6;19;10:11:46;2202358
6;20;10:14:8;2210878
6;21;10:16:46;2220358
6;22;10:18:48;2227678
6;23;10:21:10;2236198
6;24;10:23:43;2245378
6;25;None;None;None
