match;round;round_begin;frame_nr
3;1;4:21:37;941820
3;2;4:24:40;952800
3;3;4:27:39;963540
3;4;4:30:45;974700
3;5;4:33:3;982980
3;6;4:34:53;989580
3;7;4:36:44;996240
3;8;4:39:31;1006260
3;9;4:41:47;1014420
3;10;4:44:7;1022820
3;11;4:46:18;1030680
3;12;4:48:37;1039020
3;13;4:50:41;1046460
3;14;4:52:4;1051440
3;15;4:54:21;1059660
3;16;4:58:27;1074420
3;17;5:1:22;1084920
3;18;5:3:38;1093080
3;19;5:5:23;1099380
3;20;5:8:50;1111800
3;21;5:10:44;1118640
3;22;5:14:26;1131960
3;23;5:16:20;1138800
3;24;5:17:36;1143360
3;25;5:19:46;1151160
3;26;5:21:55;1158900
3;27;5:23:57;1166220
3;28;5:33:48;1201680
3;29;5:35:59;1209540
3;30;None;None;None
3;31;None;None;None
3;32;5:42:29;1232940
3;33;None;None;None
3;34;None;None;None
3;35;5:52:52;1270320
3;36;5:54:39;1276740
3;37;5:56:48;1284480
3;38;6:0:13;1296780
3;39;6:2:13;1303980
3;40;6:3:56;1310160
3;41;6:6:0;1317600
3;42;6:8:33;1326780
