match;round;round_begin;frame_nr
6;1;9:34:55;2069700
6;2;9:37:11;2077860
6;3;9:39:1;2084460
6;4;9:40:21;2089260
6;5;9:41:27;2093220
6;6;9:43:50;2101800
6;7;9:45:5;2106300
6;8;9:46:59;2113140
6;9;9:49:19;2121540
6;10;9:51:1;2127660
6;11;9:51:59;2131140
6;12;9:53:56;2138160
6;13;9:56:43;2148180
6;14;9:59:14;2157240
6;15;10:0:48;2162880
6;16;10:4:39;2176740
6;17;10:7:28;2186880
6;18;10:9:33;2194380
6;19;10:11:48;2202480
6;20;10:14:10;2211000
6;21;10:16:48;2220480
6;22;10:18:48;2227680
6;23;10:21:12;2236320
6;24;10:23:44;2245440
6;25;None;None;None
