match;round;round_begin;frame_nr
8;1;3:38:17;785813
8;2;3:41:24;797033
8;3;3:45:54;813233
8;4;3:48:17;821813
8;5;3:50:3;828173
8;6;3:52:52;838313
8;7;3:54:50;845393
8;8;3:57:13;853973
8;9;3:58:43;859373
8;10;4:1:41;870053
8;11;4:5:7;882412
8;12;4:6:26;887152
8;13;4:8:57;896212
8;14;4:10:42;902512
8;15;4:12:56;910552
8;16;4:16:25;923092
8;17;4:18:55;932092
8;18;4:20:56;939352
8;19;4:22:49;946132
8;20;4:24:31;952252
8;21;4:27:58;964672
8;22;4:30:44;974632
8;23;4:33:27;984412
8;24;4:36:56;996952
8;25;4:38:32;1002712
8;26;4:40:57;1011411
8;27;4:43:10;1019391
8;28;4:45:21;1027251
8;29;None;None;None
8;30;None;None;None
8;31;None;None;None
8;32;4:58:21;1074051
8;33;5:1:9;1084131
8;34;5:2:55;1090491
8;35;5:5:25;1099491
8;36;5:7:36;1107351
8;37;5:10:5;1116291
8;38;5:11:40;1121991
8;39;5:14:1;1130451
8;40;5:16:33;1139570
8;41;5:18:39;1147130
8;42;5:20:36;1154150
