match;round;round_begin;frame_nr
4;1;7:9:43;1546980
4;2;7:12:30;1557000
4;3;7:14:37;1564620
4;4;7:17:58;1576680
4;5;7:19:32;1582320
4;6;7:21:47;1590420
4;7;7:24:13;1599180
4;8;7:26:4;1605840
4;9;7:27:8;1609680
4;10;7:29:20;1617600
4;11;7:31:37;1625820
4;12;7:33:41;1633260
4;13;7:35:5;1638300
4;14;7:36:44;1644240
4;15;7:37:38;1647480
4;16;7:41:6;1659960
4;17;7:43:32;1668720
4;18;7:46:18;1678680
4;19;7:48:3;1684980
4;20;7:50:23;1693380
4;21;7:53:39;1705140
4;22;7:55:56;1713360
4;23;7:57:25;1718700
4;24;7:59:21;1725660
4;25;8:1:15;1732500
4;26;8:4:34;1744440
4;27;8:6:27;1751220
4;28;8:8:43;1759380
4;29;8:10:59;1767540
