match;round;round_begin;frame_nr
11;1;8:14:4;1778625
11;2;8:16:39;1787925
11;3;8:17:56;1792545
11;4;8:19:16;1797345
11;5;8:20:49;1802925
11;6;8:22:9;1807725
11;7;8:23:56;1814145
11;8;8:25:52;1821105
11;9;8:27:36;1827345
11;10;8:28:57;1832205
11;11;8:30:41;1838445
11;12;8:32:7;1843605
11;13;8:34:53;1853565
11;14;8:36:55;1860885
11;15;8:38:21;1866045
11;16;8:41:45;1878285
11;17;8:44:36;1888544
11;18;8:45:46;1892744
11;19;8:47:37;1899404
11;20;8:50:9;1908524
11;21;8:51:5;1911884
11;22;8:52:19;1916324
11;23;8:53:53;1921964
11;24;8:56:43;1932164
11;25;8:59:6;1940744
11;26;9:1:8;1948064
11;27;9:3:50;1957784
11;28;9:6:17;1966604
11;29;9:7:38;1971464
11;30;None;None;None
11;31;None;None;None
11;32;9:14:32;1996304
11;33;9:16:19;2002724
11;34;9:18:6;2009144
11;35;9:20:35;2018083
11;36;9:22:59;2026723
