match;round;round_begin;frame_nr
9;1;5:39:45;1223087
9;2;5:42:15;1232087
9;3;5:44:29;1240127
9;4;5:45:45;1244687
9;5;5:47:56;1252547
9;6;5:49:15;1257287
9;7;5:51:6;1263947
9;8;5:53:19;1271927
9;9;5:55:34;1280027
9;10;5:58:14;1289627
9;11;6:2:0;1303187
9;12;6:3:29;1308527
9;13;6:6:17;1318607
9;14;6:9:2;1328506
9;15;6:10:51;1335046
9;16;6:15:21;1351246
9;17;6:18:55;1364086
9;18;6:20:58;1371466
9;19;6:22:37;1377406
9;20;6:24:33;1384366
9;21;6:26:38;1391866
9;22;6:29:20;1401586
9;23;6:31:28;1409266
