match;round;round_begin;frame_nr
9;1;5:39:45;1223100
9;2;5:42:15;1232100
9;3;5:44:30;1240200
9;4;5:45:45;1244700
9;5;5:47:56;1252560
9;6;5:49:15;1257300
9;7;5:51:6;1263960
9;8;5:53:20;1272000
9;9;5:55:35;1280100
9;10;5:58:15;1289700
9;11;6:2:0;1303200
9;12;6:3:29;1308540
9;13;6:6:10;1318200
9;14;6:9:3;1328580
9;15;6:10:51;1335060
9;16;6:15:21;1351260
9;17;6:18:55;1364100
9;18;6:20:58;1371480
9;19;6:22:37;1377420
9;20;6:24:33;1384380
9;21;6:26:38;1391880
9;22;6:29:20;1401600
9;23;6:31:28;1409280
