match;round;round_begin;frame_nr
11;1;8:14:3;1778580
11;2;8:16:39;1787940
11;3;8:17:56;1792560
11;4;8:19:15;1797300
11;5;8:20:48;1802880
11;6;8:22:9;1807740
11;7;8:23:55;1814100
11;8;8:25:51;1821060
11;9;8:27:37;1827420
11;10;8:28:45;1831500
11;11;8:30:51;1839060
11;12;8:32:8;1843680
11;13;8:34:52;1853520
11;14;8:36:55;1860900
11;15;8:38:21;1866060
11;16;8:41:44;1878240
11;17;8:44:37;1888620
11;18;8:45:46;1892760
11;19;8:47:36;1899360
11;20;8:50:8;1908480
11;21;8:51:4;1911840
11;22;8:52:18;1916280
11;23;8:53:52;1921920
11;24;8:56:42;1932120
11;25;8:59:6;1940760
11;26;9:1:8;1948080
11;27;9:3:49;1957740
11;28;9:6:17;1966620
11;29;9:7:37;1971420
11;30;None;None;None
11;31;None;None;None
11;32;None;None;None
11;33;9:16:2;2001720
11;34;9:18:5;2009100
11;35;9:20:35;2018100
11;36;9:22:58;2026680
