match;round;round_begin;frame_nr
4;1;7:9:51;1547460
4;2;7:12:30;1557000
4;3;7:14:37;1564620
4;4;7:17:58;1576680
4;5;7:19:32;1582320
4;6;7:21:46;1590360
4;7;7:24:13;1599180
4;8;7:26:4;1605840
4;9;7:27:7;1609620
4;10;7:29:19;1617540
4;11;7:31:38;1625880
4;12;7:33:39;1633140
4;13;7:35:5;1638300
4;14;7:36:42;1644120
4;15;7:37:56;1648560
4;16;7:41:10;1660200
4;17;7:43:32;1668720
4;18;7:46:18;1678680
4;19;7:48:3;1684980
4;20;7:50:23;1693380
4;21;7:53:39;1705140
4;22;7:55:55;1713300
4;23;7:57:25;1718700
4;24;7:59:21;1725660
4;25;8:1:15;1732500
4;26;8:4:34;1744440
4;27;8:6:27;1751220
4;28;8:8:43;1759380
4;29;8:11:0;1767600
