match;round;round_begin;frame_nr
11;1;8:14:2;1778502
11;2;8:16:38;1787862
11;3;8:17:55;1792482
11;4;8:19:14;1797222
11;5;8:20:47;1802802
11;6;8:22:8;1807662
11;7;8:23:54;1814022
11;8;8:25:50;1820982
11;9;8:27:31;1827042
11;10;8:28:56;1832141
11;11;8:30:41;1838441
11;12;8:32:7;1843601
11;13;8:34:51;1853441
11;14;8:36:54;1860821
11;15;8:38:20;1865981
11;16;8:41:43;1878161
11;17;8:44:41;1888841
11;18;8:45:45;1892681
11;19;8:47:35;1899281
11;20;8:50:7;1908401
11;21;8:51:3;1911761
11;22;8:52:18;1916261
11;23;8:53:51;1921841
11;24;8:56:41;1932041
11;25;8:59:5;1940680
11;26;9:1:7;1948000
11;27;9:3:49;1957720
11;28;9:6:18;1966660
11;29;9:7:36;1971340
11;30;None;None;None
11;31;None;None;None
11;32;None;None;None
11;33;9:16:0;2001580
11;34;9:18:4;2009020
11;35;9:20:34;2018020
11;36;9:22:57;2026600
