match;round;round_begin;frame_nr
4;1;7:9:49;1547338
4;2;7:12:28;1556878
4;3;7:14:35;1564498
4;4;7:17:56;1576558
4;5;7:19:30;1582198
4;6;7:21:45;1590298
4;7;7:24:11;1599058
4;8;7:26:2;1605718
4;9;7:27:6;1609558
4;10;7:29:18;1617478
4;11;7:31:35;1625698
4;12;7:33:39;1633138
4;13;7:35:3;1638178
4;14;7:36:40;1643998
4;15;7:37:51;1648258
4;16;7:41:7;1660018
4;17;7:43:30;1668598
4;18;7:46:17;1678618
4;19;7:48:1;1684858
4;20;7:50:21;1693258
4;21;7:53:37;1705018
4;22;7:55:54;1713238
4;23;7:57:23;1718578
4;24;7:59:19;1725538
4;25;8:1:13;1732378
4;26;8:4:33;1744378
4;27;8:6:25;1751098
4;28;8:8:42;1759318
4;29;8:10:57;1767418
