match;round;round_begin;frame_nr
11;1;7:6:55;1535364
11;2;7:8:3;1539440
11;3;7:9:16;1543816
11;4;7:10:33;1548431
11;5;7:12:9;1554185
11;6;7:13:24;1558681
11;7;7:15:31;1566293
11;8;7:17:10;1572227
11;9;None;None;None
11;10;None;None;None
11;11;None;None;None
11;12;None;None;None
11;13;7:26:20;1605194
11;14;7:28:22;1612507
11;15;7:29:41;1617242
11;16;7:34:36;1634925
11;17;7:36:2;1640079
11;18;7:37:7;1643976
11;19;7:39:10;1651348
11;20;7:41:34;1659980
11;21;7:42:21;1662797
11;22;7:44:5;1669030
11;23;7:45:13;1673106
11;24;7:48:3;1683296
11;25;7:50:31;1692167
11;26;7:52:37;1699720
11;27;7:55:21;1709550
11;28;7:57:41;1717942
11;29;7:59:22;1723996
11;30;8:1:59;1733406
11;31;8:5:21;1745514
11;32;8:7:3;1751628
11;33;None;None;None
11;34;8:9:21;1759900
11;35;8:11:54;1769070
11;36;8:14:18;1777702
