match;round;round_begin;frame_nr
3;1;3:25:55;740559
3;2;3:27:16;745414
3;3;3:31:34;760879
3;4;3:33:34;768071
3;5;3:35:52;776343
3;6;3:37:41;782877
3;7;3:39:33;789590
3;8;3:42:16;799360
3;9;3:44:48;808471
3;10;3:47:13;817162
3;11;3:49:46;826333
3;12;None;None;None
3;13;3:54:11;842217
3;14;None;None;None
3;15;None;None;None
3;16;4:2:47;873146
3;17;4:2:51;873386
3;18;4:6:26;886273
3;19;4:8:10;892507
3;20;4:11:49;905634
3;21;4:13:22;911208
3;22;4:17:14;925114
3;23;4:19:8;931948
3;24;4:20:19;936203
3;25;4:22:35;944355
3;26;4:24:45;952147
3;27;4:26:39;958981
3;28;4:36:34;994645
3;29;4:38:47;1002617
3;30;4:40:56;1010349
3;31;4:43:48;1020659
3;32;4:46:3;1028751
3;33;4:48:43;1038341
3;34;4:52:30;1051948
3;35;4:56:3;1064715
3;36;4:57:26;1069690
3;37;5:0:41;1081378
3;38;5:2:59;1089650
3;39;5:5:1;1096963
3;40;5:6:57;1103916
3;41;5:7:41;1106553
3;42;5:11:18;1119560
