match;round;round_begin;frame_nr
9;1;5:39:46;1223147
9;2;5:42:17;1232207
9;3;5:44:31;1240247
9;4;5:45:46;1244747
9;5;5:47:58;1252667
9;6;5:49:16;1257347
9;7;5:51:7;1264006
9;8;5:53:21;1272046
9;9;5:55:36;1280146
9;10;5:58:15;1289686
9;11;6:2:1;1303246
9;12;6:3:30;1308586
9;13;6:6:11;1318246
9;14;6:9:3;1328566
9;15;6:10:52;1335106
9;16;6:15:22;1351306
9;17;6:18:56;1364145
9;18;6:20:59;1371525
9;19;6:22:38;1377465
9;20;6:24:35;1384485
9;21;6:26:39;1391925
9;22;6:29:21;1401645
9;23;6:31:29;1409325
