match;round;round_begin;frame_nr
6;1;9:34:51;2069460
6;2;9:37:9;2077740
6;3;9:38:59;2084340
6;4;9:40:19;2089140
6;5;9:41:24;2093040
6;6;9:43:48;2101680
6;7;9:45:3;2106180
6;8;9:46:56;2112960
6;9;9:49:16;2121360
6;10;9:50:59;2127540
6;11;9:51:57;2131020
6;12;9:53:54;2138040
6;13;9:56:41;2148060
6;14;9:59:12;2157120
6;15;10:0:45;2162700
6;16;10:4:35;2176500
6;17;10:7:30;2187000
6;18;10:9:31;2194260
6;19;10:11:46;2202360
6;20;10:14:8;2210880
6;21;10:16:46;2220360
6;22;10:18:48;2227680
6;23;10:21:10;2236200
6;24;10:23:42;2245320
6;25;None;None;None
