match;round;round_begin;frame_nr
9;1;5:39:47;1223188
9;2;5:42:15;1232068
9;3;5:44:29;1240108
9;4;5:45:44;1244607
9;5;5:47:56;1252527
9;6;5:49:15;1257267
9;7;5:51:7;1263987
9;8;5:53:19;1271907
9;9;5:55:34;1280007
9;10;5:58:14;1289606
9;11;6:1:59;1303106
9;12;6:3:28;1308446
9;13;6:6:10;1318166
9;14;6:9:1;1328425
9;15;6:10:51;1335025
9;16;6:15:22;1351285
9;17;6:18:54;1364004
9;18;6:20:58;1371444
9;19;6:22:36;1377324
9;20;6:24:33;1384344
9;21;6:26:38;1391844
9;22;6:29:20;1401563
9;23;6:31:28;1409243
