match;round;round_begin;frame_nr
4;1;7:9:50;1547400
4;2;7:12:29;1556940
4;3;7:14:35;1564500
4;4;7:17:57;1576620
4;5;7:19:31;1582260
4;6;7:21:45;1590300
4;7;7:24:12;1599120
4;8;7:26:3;1605780
4;9;7:27:6;1609560
4;10;7:29:18;1617480
4;11;7:31:35;1625700
4;12;7:33:39;1633140
4;13;7:35:3;1638180
4;14;7:36:41;1644060
4;15;7:37:50;1648200
4;16;7:41:7;1660020
4;17;7:43:31;1668660
4;18;7:46:17;1678620
4;19;7:48:2;1684920
4;20;7:50:21;1693260
4;21;7:53:38;1705080
4;22;7:55:54;1713240
4;23;7:57:24;1718640
4;24;7:59:20;1725600
4;25;8:1:13;1732380
4;26;8:4:33;1744380
4;27;8:6:26;1751160
4;28;8:8:43;1759380
4;29;8:10:58;1767480
