match;round;round_begin;frame_nr
5;1;8:28:49;1831740
5;2;8:31:11;1840260
5;3;8:32:8;1843680
5;4;8:33:11;1847460
5;5;8:34:54;1853640
5;6;8:36:18;1858680
5;7;8:38:27;1866420
5;8;8:39:48;1871280
5;9;8:42:18;1880280
5;10;8:44:11;1887060
5;11;8:45:8;1890480
5;12;8:45:56;1893360
5;13;8:47:12;1897920
5;14;8:49:15;1905300
5;15;8:50:26;1909560
5;16;8:55:9;1926540
5;17;8:57:6;1933560
5;18;8:58:32;1938720
5;19;9:0:24;1945440
5;20;9:2:30;1953000
5;21;9:4:7;1958820
5;22;9:6:40;1968000
5;23;9:7:48;1972080
5;24;9:9:26;1977960
5;25;9:11:31;1985460
5;26;9:13:18;1991880
5;27;9:14:44;1997040
5;28;9:17:23;2006580
5;29;9:19:33;2014380
