match;round;round_begin;frame_nr
8;1;3:38:15;785693
8;2;3:41:23;796973
8;3;3:45:53;813173
8;4;3:48:15;821693
8;5;3:50:1;828053
8;6;3:52:50;838193
8;7;3:54:48;845273
8;8;3:57:8;853673
8;9;3:58:40;859193
8;10;4:1:39;869933
8;11;4:5:5;882292
8;12;4:6:24;887032
8;13;4:8:56;896152
8;14;4:10:40;902392
8;15;4:12:55;910492
8;16;4:16:21;922852
8;17;4:18:53;931972
8;18;4:20:54;939232
8;19;4:22:47;946012
8;20;4:24:44;953032
8;21;4:27:55;964492
8;22;4:30:43;974572
8;23;4:33:30;984592
8;24;4:36:54;996832
8;25;4:38:30;1002592
8;26;4:40:55;1011291
8;27;4:43:8;1019271
8;28;4:45:19;1027131
8;29;None;None;None
8;30;None;None;None
8;31;None;None;None
8;32;None;None;None
8;33;5:1:6;1083951
8;34;5:2:54;1090431
8;35;5:5:23;1099371
8;36;5:7:35;1107291
8;37;5:10:4;1116231
8;38;5:11:38;1121871
8;39;5:13:57;1130211
8;40;5:16:32;1139510
8;41;5:18:37;1147010
8;42;5:20:34;1154030
