match;round;round_begin;frame_nr
9;1;5:39:45;1223090
9;2;5:42:15;1232090
9;3;5:44:29;1240130
9;4;5:45:44;1244630
9;5;5:47:56;1252550
9;6;5:49:15;1257290
9;7;5:51:6;1263949
9;8;5:53:19;1271929
9;9;5:55:34;1280029
9;10;5:58:14;1289629
9;11;6:2:0;1303189
9;12;6:3:28;1308469
9;13;6:6:14;1318429
9;14;6:9:2;1328509
9;15;6:10:51;1335049
9;16;6:15:21;1351249
9;17;6:18:54;1364029
9;18;6:20:58;1371469
9;19;6:22:36;1377349
9;20;6:24:33;1384368
9;21;6:26:38;1391868
9;22;6:29:20;1401588
9;23;6:31:28;1409268
