match;round;round_begin;frame_nr
3;1;4:21:37;941820
3;2;4:24:41;952860
3;3;4:27:39;963540
3;4;4:30:45;974700
3;5;4:33:4;983040
3;6;4:34:54;989640
3;7;4:36:45;996300
3;8;4:39:31;1006260
3;9;4:41:48;1014480
3;10;4:44:10;1023000
3;11;4:46:19;1030740
3;12;4:48:39;1039140
3;13;4:50:40;1046400
3;14;4:52:4;1051440
3;15;4:54:23;1059780
3;16;4:58:27;1074420
3;17;5:1:23;1084980
3;18;5:3:39;1093140
3;19;5:5:23;1099380
3;20;5:8:51;1111860
3;21;5:10:45;1118700
3;22;5:14:27;1132020
3;23;5:16:42;1140120
3;24;5:17:37;1143420
3;25;5:19:47;1151220
3;26;5:21:56;1158960
3;27;5:23:58;1166280
3;28;5:33:49;1201740
3;29;5:35:59;1209540
3;30;None;None;None
3;31;None;None;None
3;32;5:42:22;1232520
3;33;None;None;None
3;34;None;None;None
3;35;5:52:52;1270320
3;36;5:54:40;1276800
3;37;5:56:49;1284540
3;38;6:0:8;1296480
3;39;6:2:14;1304040
3;40;6:3:57;1310220
3;41;6:6:1;1317660
3;42;6:8:34;1326840
