match;round;round_begin;frame_nr
8;1;3:38:15;785700
8;2;3:41:23;796980
8;3;3:45:53;813180
8;4;3:48:16;821760
8;5;3:50:1;828060
8;6;3:52:51;838260
8;7;3:54:49;845340
8;8;3:57:9;853740
8;9;3:58:41;859260
8;10;4:1:39;869940
8;11;4:5:6;882360
8;12;4:6:24;887040
8;13;4:8:56;896160
8;14;4:10:41;902460
8;15;4:12:55;910500
8;16;4:16:19;922740
8;17;4:18:54;932040
8;18;4:20:55;939300
8;19;4:22:47;946020
8;20;4:24:34;952440
8;21;4:27:58;964680
8;22;4:30:42;974520
8;23;4:33:27;984420
8;24;4:36:55;996900
8;25;4:38:30;1002600
8;26;4:40:55;1011300
8;27;4:43:8;1019280
8;28;4:45:19;1027140
8;29;None;None;None
8;30;None;None;None
8;31;None;None;None
8;32;4:58:8;1073280
8;33;5:1:11;1084260
8;34;5:2:54;1090440
8;35;5:5:23;1099380
8;36;5:7:35;1107300
8;37;5:10:4;1116240
8;38;5:11:38;1121880
8;39;5:14:2;1130520
8;40;5:16:32;1139520
8;41;5:18:37;1147020
8;42;5:20:34;1154040
