match;round;round_begin;frame_nr
8;1;2:31:6;543416
8;2;2:32:43;549230
8;3;2:37:4;564875
8;4;2:39:36;573986
8;5;2:42:11;583276
8;6;2:44:18;590889
8;7;2:46:10;597602
8;8;None;None;None
8;9;None;None;None
8;10;2:54:15;626673
8;11;2:56:29;634705
8;12;2:57:45;639260
8;13;3:0:7;647772
8;14;3:2:4;654785
8;15;3:4:20;662937
8;16;3:9:20;680919
8;17;3:10:19;684455
8;18;3:12:16;691468
8;19;3:14:18;698781
8;20;3:15:54;704535
8;21;3:19:14;716523
8;22;3:22:11;727132
8;23;3:25:17;738281
8;24;3:28:24;749490
8;25;3:29:41;754105
8;26;3:32:24;763876
8;27;3:34:27;771248
8;28;3:36:59;780359
8;29;3:38:59;787552
8;30;3:41:55;798101
8;31;3:48:26;821538
8;32;3:50:53;830349
8;33;None;None;None
8;34;None;None;None
8;35;None;None;None
8;36;3:58:58;859420
8;37;4:1:52;869850
8;38;4:2:57;873746
8;39;4:5:20;882317
8;40;4:7:56;891668
8;41;4:9:57;898921
8;42;4:12:1;906353
