match;round;round_begin;frame_nr
11;1;8:14:2;1778506
11;2;8:16:39;1787926
11;3;8:17:56;1792546
11;4;8:19:15;1797286
11;5;8:20:48;1802866
11;6;8:22:9;1807726
11;7;8:23:55;1814086
11;8;8:25:51;1821046
11;9;8:27:31;1827046
11;10;8:28:45;1831486
11;11;8:30:41;1838446
11;12;8:32:7;1843606
11;13;8:34:52;1853506
11;14;8:36:55;1860886
11;15;8:38:21;1866046
11;16;8:41:43;1878165
11;17;8:44:38;1888665
11;18;8:45:46;1892745
11;19;8:47:36;1899345
11;20;8:50:8;1908465
11;21;8:51:4;1911825
11;22;8:52:19;1916325
11;23;8:53:53;1921965
11;24;8:56:42;1932105
11;25;8:59:6;1940745
11;26;9:1:8;1948065
11;27;9:3:50;1957785
11;28;9:6:18;1966665
11;29;9:7:37;1971405
11;30;None;None;None
11;31;None;None;None
11;32;None;None;None
11;33;9:17:11;2005844
11;34;9:18:5;2009084
11;35;9:20:35;2018084
11;36;9:22:58;2026664
