match;round;round_begin;frame_nr
9;1;5:39:46;1223160
9;2;5:42:16;1232160
9;3;5:44:30;1240200
9;4;5:45:45;1244700
9;5;5:47:57;1252620
9;6;5:49:16;1257360
9;7;5:51:8;1264080
9;8;5:53:20;1272000
9;9;5:55:36;1280160
9;10;5:58:15;1289700
9;11;6:2:2;1303320
9;12;6:3:30;1308600
9;13;6:6:11;1318260
9;14;6:9:3;1328580
9;15;6:10:52;1335120
9;16;6:15:22;1351320
9;17;6:18:55;1364100
9;18;6:20:59;1371540
9;19;6:22:38;1377480
9;20;6:24:34;1384440
9;21;6:26:39;1391940
9;22;6:29:21;1401660
9;23;6:31:29;1409340
