match;round;round_begin;frame_nr
5;1;8:28:41;1831260
5;2;8:31:11;1840260
5;3;8:32:9;1843740
5;4;8:33:11;1847460
5;5;8:34:54;1853640
5;6;8:36:18;1858680
5;7;8:38:28;1866480
5;8;8:39:48;1871280
5;9;8:42:21;1880460
5;10;8:44:11;1887060
5;11;8:45:8;1890480
5;12;8:45:56;1893360
5;13;8:47:12;1897920
5;14;8:49:16;1905360
5;15;8:50:27;1909620
5;16;8:55:5;1926300
5;17;8:57:6;1933560
5;18;8:58:33;1938780
5;19;9:0:25;1945500
5;20;9:2:31;1953060
5;21;9:4:7;1958820
5;22;9:6:41;1968060
5;23;9:7:48;1972080
5;24;9:9:26;1977960
5;25;9:11:32;1985520
5;26;9:13:18;1991880
5;27;9:14:46;1997160
5;28;9:17:17;2006220
5;29;9:19:32;2014320
